code,description,query
"from catboost import CatBoostRegressor, Pool
import pandas as pd
import shap

df = pd.read_csv(""zillow_data.csv"")
X = df.drop(""MedianValue"", axis=1)
y = df[""MedianValue""]

pool = Pool(X, y, cat_features=[""property_type"", ""zipcode""])

model = CatBoostRegressor(
    iterations=100,
    depth=6,
    learning_rate=0.01,
    loss_function=""RMSE"",
    verbose=False
)

model.fit(pool)

explainer = shap.TreeExplainer(model)
shap_values = explainer.shap_values(X)

shap.summary_plot(shap_values, X)",This snippet trains a CatBoost model on zillow_data.csv and uses SHAP to explain feature impacts on the predicted MedianValue values.,How do you train a CatBoost model on zillow_data.csv and use SHAP to explain feature impacts on the predicted MedianValue values?
"from catboost import CatBoostRegressor, Pool
import pandas as pd
from sklearn.metrics import mean_squared_error

df = pd.read_csv(""real_estate_train.csv"")
X = df.drop(""SalePrice"", axis=1)
y = df[""SalePrice""]

train_pool = Pool(X, y, cat_features=[""neighborhood""])

model = CatBoostRegressor(
    iterations=500,
    depth=8,
    learning_rate=0.2,
    loss_function=""RMSE"",
    verbose=False
)

model.fit(train_pool)
preds = model.predict(X)

mse = mean_squared_error(y, preds)
print(f""Mean Squared Error: "")",This snippet trains a CatBoost model and evaluates it using Mean Squared Error on the real_estate_train.csv dataset predicting SalePrice.,How do you train a CatBoost model on the real_estate_train.csv dataset to predict SalePrice and evaluate it using Mean Squared Error?
"from catboost import CatBoostRegressor, Pool
import pandas as pd

df = pd.read_csv(""property_data.csv"")
X = df.drop(""MedianValue"", axis=1)
y = df[""MedianValue""]

train_pool = Pool(X, y, cat_features=[""neighborhood""])

model = CatBoostRegressor(
    iterations=200,
    depth=4,
    learning_rate=0.05,
    loss_function=""Logloss"",
    verbose=False
)

model.fit(train_pool)
model.save_model(""catboost_model.cbm"")","This example demonstrates basic training and saving of a CatBoost model on the property_data.csv dataset, predicting the MedianValue variable using categorical features [""neighborhood""].","How do you perform basic training and save a CatBoost model on the property_data.csv dataset, predicting the MedianValue variable using categorical features [""neighborhood""]?"
"from catboost import CatBoostRegressor, Pool
import pandas as pd

df = pd.read_csv(""house_sales.csv"")
X = df.drop(""MedianValue"", axis=1)
y = df[""MedianValue""]

pool = Pool(X, y, cat_features=[""property_type"", ""zipcode""])

model = CatBoostRegressor(
    iterations=200,
    depth=6,
    learning_rate=0.1,
    loss_function=""MAE"",
    verbose=False
)

model.fit(pool)

importances = model.get_feature_importance()
for name, score in zip(X.columns, importances):
    print(f"": "")",This code demonstrates how to train a CatBoost model and extract feature importances on the house_sales.csv dataset for predicting MedianValue.,How do you train a CatBoost model and extract feature importances on the house_sales.csv dataset to predict MedianValue?
"from catboost import CatBoostRegressor, Pool
import pandas as pd
import shap

df = pd.read_csv(""real_estate_train.csv"")
X = df.drop(""SalePrice"", axis=1)
y = df[""SalePrice""]

pool = Pool(X, y, cat_features=[""city"", ""zipcode""])

model = CatBoostRegressor(
    iterations=200,
    depth=8,
    learning_rate=0.1,
    loss_function=""RMSE"",
    verbose=False
)

model.fit(pool)

explainer = shap.TreeExplainer(model)
shap_values = explainer.shap_values(X)

shap.summary_plot(shap_values, X)",This snippet trains a CatBoost model on real_estate_train.csv and uses SHAP to explain feature impacts on the predicted SalePrice values.,How do you train a CatBoost model on real_estate_train.csv and use SHAP to explain feature impacts on the predicted SalePrice values?
"from catboost import CatBoostRegressor, Pool
import pandas as pd

df = pd.read_csv(""housing_prices.csv"")
X = df.drop(""SalePrice"", axis=1)
y = df[""SalePrice""]

train_pool = Pool(X, y, cat_features=[""state""])

model = CatBoostRegressor(
    iterations=200,
    depth=4,
    learning_rate=0.1,
    loss_function=""RMSE"",
    verbose=False
)

model.fit(train_pool)
model.save_model(""catboost_model.cbm"")","This example demonstrates basic training and saving of a CatBoost model on the housing_prices.csv dataset, predicting the SalePrice variable using categorical features [""state""].","How do you perform basic training and save a CatBoost model on the housing_prices.csv dataset, predicting the SalePrice variable using categorical features [""state""]?"
"from catboost import CatBoostRegressor, Pool
import pandas as pd
from sklearn.model_selection import train_test_split

df = pd.read_csv(""real_estate_train.csv"")
X = df.drop(""price"", axis=1)
y = df[""price""]

X_train, X_val, y_train, y_val = train_test_split(X, y, test_size=0.2)

train_pool = Pool(X_train, y_train, cat_features=[""property_type"", ""zipcode""])
val_pool = Pool(X_val, y_val, cat_features=[""property_type"", ""zipcode""])

model = CatBoostRegressor(
    iterations=100,
    depth=4,
    learning_rate=0.1,
    loss_function=""Quantile:alpha=0.9"",
    verbose=False
)

model.fit(train_pool, eval_set=val_pool, early_stopping_rounds=20)
print(""Training with early stopping complete."")",This example demonstrates training a CatBoost model with early stopping on a validation set using the real_estate_train.csv dataset to predict price.,How do you train a CatBoost model with early stopping on a validation set using the real_estate_train.csv dataset to predict price?
"from catboost import CatBoostRegressor, Pool
import pandas as pd
import shap

df = pd.read_csv(""property_data.csv"")
X = df.drop(""SalePrice"", axis=1)
y = df[""SalePrice""]

pool = Pool(X, y, cat_features=[""property_type"", ""zipcode""])

model = CatBoostRegressor(
    iterations=200,
    depth=4,
    learning_rate=0.01,
    loss_function=""Logloss"",
    verbose=False
)

model.fit(pool)

explainer = shap.TreeExplainer(model)
shap_values = explainer.shap_values(X)

shap.summary_plot(shap_values, X)",This snippet trains a CatBoost model on property_data.csv and uses SHAP to explain feature impacts on the predicted SalePrice values.,How do you train a CatBoost model on property_data.csv and use SHAP to explain feature impacts on the predicted SalePrice values?
"from catboost import CatBoostRegressor, Pool
import pandas as pd

df = pd.read_csv(""real_estate_train.csv"")
X = df.drop(""SalePrice"", axis=1)
y = df[""SalePrice""]

train_pool = Pool(X, y, cat_features=[""neighborhood""])

model = CatBoostRegressor(
    iterations=500,
    depth=6,
    learning_rate=0.1,
    loss_function=""MAE"",
    verbose=False
)

model.fit(train_pool)
model.save_model(""catboost_model.cbm"")","This example demonstrates basic training and saving of a CatBoost model on the real_estate_train.csv dataset, predicting the SalePrice variable using categorical features [""neighborhood""].","How do you perform basic training and save a CatBoost model on the real_estate_train.csv dataset, predicting the SalePrice variable using categorical features [""neighborhood""]?"
"from catboost import CatBoostRegressor
import pandas as pd

df = pd.read_csv(""property_data.csv"").fillna(0)
X = df.drop(""price"", axis=1)
y = df[""price""]

model = CatBoostRegressor(
    iterations=200,
    depth=8,
    learning_rate=0.2,
    loss_function=""Quantile:alpha=0.9"",
    verbose=False
)

model.fit(X, y)
print(""Training completed with missing value handling."")",This snippet shows how to handle missing values by filling them with zeros before training a CatBoost model to predict price on the property_data.csv dataset.,How do you handle missing values by filling them with zeros before training a CatBoost model to predict price on the property_data.csv dataset?
"from catboost import CatBoostRegressor, Pool
import pandas as pd

df = pd.read_csv(""zillow_data.csv"")
X = df.drop(""price"", axis=1)
y = df[""price""]

train_pool = Pool(X, y, cat_features=[""state""])

model = CatBoostRegressor(
    iterations=200,
    depth=6,
    learning_rate=0.01,
    loss_function=""MAE"",
    verbose=False
)

model.fit(train_pool)
model.save_model(""catboost_model.cbm"")","This example demonstrates basic training and saving of a CatBoost model on the zillow_data.csv dataset, predicting the price variable using categorical features [""state""].","How do you perform basic training and save a CatBoost model on the zillow_data.csv dataset, predicting the price variable using categorical features [""state""]?"
"from catboost import CatBoostRegressor, Pool
import pandas as pd
from sklearn.metrics import mean_squared_error

df = pd.read_csv(""property_data.csv"")
X = df.drop(""SalePrice"", axis=1)
y = df[""SalePrice""]

train_pool = Pool(X, y, cat_features=[""city"", ""zipcode""])

model = CatBoostRegressor(
    iterations=100,
    depth=10,
    learning_rate=0.1,
    loss_function=""MAE"",
    verbose=False
)

model.fit(train_pool)
preds = model.predict(X)

mse = mean_squared_error(y, preds)
print(f""Mean Squared Error: "")",This snippet trains a CatBoost model and evaluates it using Mean Squared Error on the property_data.csv dataset predicting SalePrice.,How do you train a CatBoost model on the property_data.csv dataset to predict SalePrice and evaluate it using Mean Squared Error?
"from catboost import CatBoostRegressor, Pool
import pandas as pd
from sklearn.model_selection import train_test_split

df = pd.read_csv(""zillow_data.csv"")
X = df.drop(""SalePrice"", axis=1)
y = df[""SalePrice""]

X_train, X_val, y_train, y_val = train_test_split(X, y, test_size=0.2)

train_pool = Pool(X_train, y_train, cat_features=[""property_type"", ""zipcode""])
val_pool = Pool(X_val, y_val, cat_features=[""property_type"", ""zipcode""])

model = CatBoostRegressor(
    iterations=200,
    depth=8,
    learning_rate=0.01,
    loss_function=""Quantile:alpha=0.9"",
    verbose=False
)

model.fit(train_pool, eval_set=val_pool, early_stopping_rounds=20)
print(""Training with early stopping complete."")",This example demonstrates training a CatBoost model with early stopping on a validation set using the zillow_data.csv dataset to predict SalePrice.,How do you train a CatBoost model with early stopping on a validation set using the zillow_data.csv dataset to predict SalePrice?
"from catboost import CatBoostRegressor, Pool
import pandas as pd

df = pd.read_csv(""property_data.csv"")
X = df.drop(""ListingPrice"", axis=1)
y = df[""ListingPrice""]

train_pool = Pool(X, y, cat_features=[""neighborhood""])

model = CatBoostRegressor(
    iterations=800,
    depth=6,
    learning_rate=0.1,
    loss_function=""Logloss"",
    verbose=False
)

model.fit(train_pool)
model.save_model(""catboost_model.cbm"")","This example demonstrates basic training and saving of a CatBoost model on the property_data.csv dataset, predicting the ListingPrice variable using categorical features [""neighborhood""].","How do you perform basic training and save a CatBoost model on the property_data.csv dataset, predicting the ListingPrice variable using categorical features [""neighborhood""]?"
"from catboost import CatBoostRegressor, Pool
import pandas as pd
import shap

df = pd.read_csv(""real_estate_train.csv"")
X = df.drop(""ListingPrice"", axis=1)
y = df[""ListingPrice""]

pool = Pool(X, y, cat_features=[""state""])

model = CatBoostRegressor(
    iterations=100,
    depth=8,
    learning_rate=0.05,
    loss_function=""Logloss"",
    verbose=False
)

model.fit(pool)

explainer = shap.TreeExplainer(model)
shap_values = explainer.shap_values(X)

shap.summary_plot(shap_values, X)",This snippet trains a CatBoost model on real_estate_train.csv and uses SHAP to explain feature impacts on the predicted ListingPrice values.,How do you train a CatBoost model on real_estate_train.csv and use SHAP to explain feature impacts on the predicted ListingPrice values?
"from catboost import CatBoostRegressor, Pool
import pandas as pd
import shap

df = pd.read_csv(""real_estate_train.csv"")
X = df.drop(""SalePrice"", axis=1)
y = df[""SalePrice""]

pool = Pool(X, y, cat_features=[""neighborhood""])

model = CatBoostRegressor(
    iterations=800,
    depth=6,
    learning_rate=0.2,
    loss_function=""Logloss"",
    verbose=False
)

model.fit(pool)

explainer = shap.TreeExplainer(model)
shap_values = explainer.shap_values(X)

shap.summary_plot(shap_values, X)",This snippet trains a CatBoost model on real_estate_train.csv and uses SHAP to explain feature impacts on the predicted SalePrice values.,How do you train a CatBoost model on real_estate_train.csv and use SHAP to explain feature impacts on the predicted SalePrice values?
